category,amt,city_pop,fraud,trans_month,trans_quarter,Cust_age,city_pop_category,avg_amount_by_category,gender_F,gender_M,trans_year_2019,trans_year_2020
9,182.44,1,0,4,2,50,0,57.63175,0,1,1,0
7,104.42,1,0,10,4,23,0,47.636149,1,0,1,0
10,105.82,18156,0,10,4,35,1,50.368282,0,1,0,1
6,74.65,1,0,4,2,31,0,65.872863,0,1,0,1
7,10.15,55955,0,1,1,35,2,79.352435,1,0,1,0
8,6.84,151736,0,6,2,35,2,62.650567,1,0,1,0
11,22.94,36680,0,8,3,45,1,88.003115,1,0,1,0
3,9.91,1,0,6,2,43,0,65.528534,1,0,0,1
4,0.01,4655,0,12,4,76,0,57.10107,1,0,1,0
5,39.84,37102,0,10,4,30,1,53.219,0,1,1,0
2,0.01,23132,0,10,4,79,1,58.718145,0,1,0,1
4,19.63,132420,0,1,1,67,2,78.629165,0,1,1,0
4,7.6,26307,0,11,4,44,1,88.41828,0,1,1,0
4,1.17,1,0,10,4,27,0,79.149975,0,1,0,1
5,41.64,8037,0,5,2,60,1,58.378776,0,1,1,0
7,97.58,45616,0,8,3,82,1,60.559398,1,0,1,0
9,64.11,1,0,10,4,40,0,63.463422,0,1,1,0
4,59.04,1618037,0,11,4,43,2,59.966908,1,0,0,1
11,24.19,1,0,7,3,33,0,46.941088,1,0,0,1
6,73.79,355278,0,1,1,45,2,48.279785,1,0,0,1
10,0.01,77206,0,8,3,44,2,61.404983,0,1,0,1
1,12.57,40898,0,9,3,51,1,57.877327,1,0,1,0
2,4.32,11536,0,1,1,41,1,82.060709,0,1,1,0
6,9.72,18363,0,10,4,33,1,88.590901,0,1,1,0
5,72.85,1,0,3,1,31,0,115.235949,1,0,1,0
6,39.24,1,0,11,4,42,0,56.532647,1,0,0,1
2,0.01,283864,0,7,3,21,2,86.75681,1,0,1,0
6,6.05,285697,0,4,2,48,2,79.902717,0,1,0,1
9,57.54,237892,0,1,1,69,2,65.123977,1,0,0,1
10,60.76,72543,0,1,1,58,2,65.106319,0,1,1,0
3,69.94,1,0,9,3,33,0,55.162992,1,0,0,1
4,53.18,1,0,5,2,77,0,55.890035,0,1,0,1
7,19.23,1,0,11,4,20,0,54.898191,0,1,1,0
7,6.3,7386,0,3,1,72,1,77.38375,0,1,1,0
11,23.4,293056,0,12,4,85,2,57.132878,0,1,1,0
5,30.79,556,0,12,4,63,0,59.513912,1,0,0,1
9,10.6,1,0,2,1,53,0,79.975662,0,1,0,1
12,76.24,1,0,8,3,39,0,61.802258,1,0,1,0
4,0.01,317952,0,12,4,43,2,112.003698,1,0,0,1
11,15.0,74589,0,4,2,36,2,85.821406,1,0,1,0
4,0.01,1,0,1,1,51,0,79.019333,0,1,1,0
4,114.61,1,0,11,4,38,0,89.872349,0,1,1,0
9,143.1,274716,0,6,2,48,2,117.005791,0,1,1,0
8,17.16,7158,0,1,1,66,1,56.8908,1,0,1,0
7,25.86,93400,0,11,4,87,2,63.671347,1,0,1,0
3,100.84,2086,0,9,3,40,0,80.50044,0,1,1,0
1,69.78,14994,0,1,1,56,1,65.04149,0,1,0,1
12,8.19,12059,0,4,2,18,1,54.82144,0,1,1,0
12,42.45,1,0,1,1,36,0,55.077489,1,0,0,1
12,0.01,13634,0,12,4,42,1,48.893939,1,0,0,1
7,70.67,1,0,1,1,66,0,48.315904,1,0,0,1
12,2.9,26103,0,10,4,35,1,51.240044,0,1,1,0
6,13.85,18892,0,7,3,41,1,79.001477,1,0,0,1
1,515.78,1,0,7,3,33,0,109.748954,0,1,1,0
2,9.86,133712,0,10,4,39,2,79.924184,1,0,1,0
3,13.02,1,0,11,4,64,0,53.783727,1,0,0,1
5,116.47,8400,0,2,1,53,1,54.038709,0,1,1,0
13,1.41,15118,0,1,1,23,1,64.353376,1,0,0,1
4,14.16,14035,0,2,1,27,1,47.935817,1,0,1,0
8,176.05,55382,0,9,3,34,2,80.535965,0,1,0,1
3,39.82,1,0,7,3,53,0,64.75614,1,0,0,1
9,0.01,11455,0,2,1,50,1,80.819428,0,1,0,1
7,72.62,1,0,3,1,35,0,64.89616,1,0,0,1
2,54.27,1,1,7,3,54,0,57.206679,1,0,0,1
6,109.1,142347,0,9,3,31,2,65.795833,1,0,1,0
1,1.97,290799,0,5,2,48,2,51.915726,1,0,1,0
12,120.88,10000,0,12,4,70,1,115.510704,1,0,1,0
9,0.01,21326,0,12,4,37,1,88.66474,0,1,0,1
13,0.01,7688,0,10,4,53,1,60.197331,1,0,0,1
12,35.42,1,0,6,2,24,0,79.070771,1,0,0,1
3,9.67,5254,0,11,4,56,1,81.659386,0,1,0,1
9,37.88,31033,0,9,3,56,1,58.834137,1,0,1,0
1,95.57,2771,0,7,3,47,0,56.876968,1,0,0,1
13,55.21,2107,0,6,2,30,0,58.790639,0,1,0,1
10,29.82,143641,0,10,4,84,2,52.408676,0,1,1,0
9,9.64,14337,0,7,3,75,1,80.331927,1,0,1,0
13,8.2,1,0,3,1,53,0,89.795381,1,0,0,1
11,92.23,1,0,12,4,41,0,79.73613,1,0,1,0
12,83.01,3405,0,1,1,29,0,116.606477,0,1,0,1
1,13.58,1,0,9,3,54,0,79.847073,1,0,0,1
0,45.48,513694,0,8,3,40,2,58.084698,0,1,0,1
13,45.18,66557,0,8,3,25,2,63.436846,1,0,0,1
3,37.53,1,0,1,1,37,0,54.944835,1,0,0,1
5,222.69,166919,0,6,2,36,2,116.083465,0,1,0,1
0,84.15,1,0,11,4,59,0,64.210559,1,0,0,1
8,112.96,1,0,3,1,71,0,116.596843,1,0,1,0
11,118.41,125859,0,9,3,23,2,115.022037,0,1,0,1
11,65.01,1,0,11,4,45,0,57.020638,0,1,0,1
8,150.98,62917,0,12,4,48,2,53.068832,1,0,0,1
9,21.57,51972,0,7,3,28,2,79.770719,0,1,1,0
7,55.92,1,0,4,2,82,0,49.492386,0,1,1,0
6,85.64,1,0,9,3,42,0,56.253975,0,1,0,1
7,30.12,10523,0,6,2,35,1,88.326254,1,0,1,0
13,23.89,744702,0,8,3,68,2,49.918317,0,1,1,0
3,0.01,25815,0,9,3,34,1,79.063935,1,0,0,1
6,68.93,15353,0,9,3,64,1,65.777113,0,1,1,0
8,141.18,1,0,3,1,60,0,54.567763,0,1,0,1
7,2.78,30752,0,10,4,46,1,58.74184,1,0,1,0
0,98.29,89384,0,7,3,57,2,52.088131,0,1,1,0
4,97.53,13127,0,12,4,24,1,89.624461,1,0,0,1
9,107.61,1,0,8,3,29,0,47.57328,1,0,1,0
9,66.68,79092,0,11,4,24,2,55.199946,0,1,0,1
10,41.45,23484,0,12,4,29,1,62.41436,0,1,0,1
13,39.73,1,0,12,4,47,0,117.202009,0,1,1,0
9,113.83,13182,0,9,3,73,1,117.418384,0,1,0,1
8,46.53,3770,0,8,3,36,0,57.968516,0,1,1,0
4,102.69,1016,0,2,1,23,0,54.632834,1,0,0,1
5,85.03,756958,0,5,2,58,2,50.799875,0,1,1,0
11,0.01,7663,0,6,2,41,1,61.768713,1,0,1,0
6,10.37,180417,0,10,4,35,2,90.450565,1,0,1,0
10,81.6,7232,0,8,3,26,1,64.718589,1,0,0,1
1,23.1,2915055,0,6,2,33,2,56.56686,1,0,1,0
1,86.8,6140,0,2,1,79,1,48.690537,1,0,0,1
3,64.88,1,0,9,3,59,0,62.502777,0,1,1,0
2,179.31,1,0,6,2,51,0,52.667344,0,1,1,0
8,30.13,1,0,1,1,22,0,55.018662,1,0,0,1
8,27.67,1,0,4,2,91,0,60.463886,1,0,1,0
7,6.2,1,0,11,4,52,0,80.441205,0,1,1,0
4,5.8,1,0,2,1,52,0,53.819954,1,0,0,1
8,157.47,1,0,5,2,45,0,57.897386,0,1,0,1
1,0.01,12193,0,7,3,28,1,64.667436,0,1,1,0
6,14.28,15350,0,2,1,30,1,58.877819,1,0,0,1
2,0.01,2470,0,2,1,34,0,63.138688,0,1,0,1
1,173.17,40620,0,12,4,48,1,117.870694,0,1,1,0
2,5.68,3883,0,8,3,57,0,54.272722,0,1,0,1
1,3.26,13742,0,3,1,66,1,77.741476,1,0,0,1
6,174.49,1,0,3,1,49,0,47.777416,0,1,0,1
7,67.01,1,0,6,2,28,0,59.21617,0,1,1,0
8,10.75,1,0,9,3,43,0,64.644981,1,0,1,0
6,3.93,1,0,9,3,58,0,81.992857,0,1,0,1
2,3.66,3389,0,3,1,64,0,52.660345,0,1,0,1
0,8.61,2917761,0,9,3,33,2,79.901671,1,0,1,0
9,59.7,1,0,11,4,54,0,58.560172,1,0,1,0
13,0.01,34185,0,3,1,30,1,89.362498,0,1,0,1
3,138.48,1,0,1,1,92,0,117.95384,1,0,0,1
2,12.12,76662,0,12,4,45,2,48.436778,0,1,1,0
4,114.87,5679,0,7,3,26,1,81.016115,1,0,1,0
3,75.37,819677,0,10,4,56,2,116.23064,0,1,0,1
3,13.71,1,0,4,2,31,0,55.811734,0,1,0,1
6,131.68,1109,0,4,2,50,0,79.714964,0,1,0,1
10,27.23,16125,0,3,1,28,1,58.38912,0,1,0,1
9,44.1,1,0,3,1,84,0,64.110875,1,0,0,1
13,9.92,5792,0,6,2,50,1,109.594143,1,0,1,0
5,3.94,1281354,0,2,1,43,2,54.53782,0,1,1,0
6,0.01,29650,0,11,4,85,1,65.112414,0,1,1,0
5,3.45,9218,0,7,3,45,1,57.604888,1,0,1,0
0,61.2,60828,0,11,4,44,2,53.663827,0,1,0,1
5,18.25,6703,0,7,3,67,1,62.953603,0,1,0,1
3,30.68,1,0,4,2,18,0,83.619178,1,0,1,0
6,51.95,1,0,7,3,46,0,62.155287,1,0,1,0
2,184.23,559438,0,2,1,32,2,117.23436,0,1,1,0
10,210.26,9909,0,10,4,60,1,63.171692,0,1,1,0
11,119.85,1,0,9,3,60,0,116.306531,1,0,1,0
13,67.16,1,0,2,1,35,0,63.359959,0,1,1,0
1,4.87,212344,0,7,3,53,2,90.131284,0,1,0,1
1,169.17,637835,0,7,3,53,2,50.214897,1,0,1,0
13,74.18,179119,0,3,1,60,2,117.537285,1,0,0,1
11,39.61,142796,0,2,1,66,2,50.663587,0,1,1,0
8,70.04,7327,0,10,4,69,1,61.241929,1,0,1,0
4,2.6,7232,0,4,2,31,1,78.766129,1,0,0,1
7,423.04,7305,0,7,3,46,1,87.758617,1,0,0,1
7,85.88,216722,0,3,1,54,2,61.226117,0,1,1,0
11,572.19,1,0,8,3,58,0,82.832297,1,0,1,0
7,13.21,3742,0,1,1,27,0,49.184994,0,1,1,0
0,0.01,17659,0,5,2,63,1,61.149255,0,1,1,0
9,72.07,21694,0,7,3,48,1,52.02159,1,0,0,1
10,119.83,1,0,6,2,19,0,65.964075,1,0,1,0
4,31.73,16702,0,8,3,56,1,54.219251,1,0,1,0
1,26.23,36770,0,3,1,41,1,52.126293,1,0,1,0
1,17.36,11783,0,6,2,80,1,60.533543,0,1,1,0
11,81.12,3059,0,10,4,32,0,59.974678,0,1,1,0
6,51.0,1,0,5,2,59,0,65.133403,0,1,1,0
7,74.62,1,0,2,1,38,0,58.110896,0,1,0,1
13,43.48,5064,0,11,4,63,1,64.95852,0,1,1,0
0,62.65,405830,0,10,4,34,2,62.474558,0,1,1,0
2,0.01,841066,0,9,3,56,2,47.270884,0,1,0,1
11,145.2,1398,0,10,4,63,0,116.409874,1,0,0,1
7,0.01,140743,0,10,4,78,2,60.280069,0,1,1,0
0,7.93,9390,0,9,3,93,1,52.195128,1,0,1,0
9,80.44,45074,0,7,3,24,1,59.632729,0,1,0,1
1,9.11,11976,0,1,1,57,1,61.70405,1,0,1,0
10,133.8,18747,0,8,3,52,1,64.591315,0,1,0,1
11,64.85,1,0,4,2,39,0,53.411683,0,1,1,0
11,46.42,17022,0,10,4,42,1,63.827285,1,0,1,0
6,130.76,775,0,6,2,28,0,53.35635,0,1,0,1
3,77.64,13155,0,11,4,54,1,61.47886,0,1,1,0
12,36.09,17868,0,8,3,37,1,63.872602,0,1,0,1
7,42.46,5387,0,7,3,50,1,58.080026,1,0,0,1
8,91.15,88623,0,12,4,30,2,60.659874,0,1,1,0
1,9.31,1,0,6,2,47,0,57.565138,0,1,1,0
8,63.48,272967,0,5,2,49,2,52.987177,1,0,1,0
8,468.4,111234,0,5,2,45,2,89.982401,1,0,0,1
4,4.56,28673,0,11,4,31,1,89.24512,0,1,1,0
10,75.19,1,0,10,4,31,0,58.406829,1,0,0,1
1,112.67,660749,0,2,1,50,2,64.893773,1,0,0,1
10,89.71,3097,0,6,2,31,0,116.175692,0,1,0,1
13,54.24,1263063,0,5,2,66,2,63.263908,1,0,1,0
7,24.21,5013,0,8,3,29,1,50.917301,1,0,1,0
1,0.01,16546,0,1,1,37,1,86.868634,1,0,0,1
7,1.07,1,0,9,3,34,0,57.181867,1,0,0,1
7,15.67,46156,0,9,3,22,1,55.392868,1,0,1,0
7,74.79,1771,0,3,1,43,0,48.281039,0,1,0,1
3,27.26,1,0,2,1,60,0,55.843114,0,1,1,0
8,0.01,1,0,8,3,21,0,56.234823,0,1,0,1
3,99.88,8853,0,4,2,28,1,119.041965,1,0,0,1
7,47.86,1,0,12,4,24,0,62.459739,1,0,1,0
8,134.06,16542,0,10,4,74,1,78.494221,0,1,1,0
9,5.66,53765,0,12,4,35,2,63.821812,1,0,1,0
11,63.8,1528,0,7,3,33,0,51.913022,0,1,1,0
12,43.76,3645,0,12,4,58,0,49.747532,1,0,1,0
10,0.01,133883,0,1,1,36,2,110.762248,0,1,0,1
11,6.16,1,0,4,2,61,0,49.678653,0,1,1,0
12,109.48,899626,0,1,1,44,2,62.635322,0,1,1,0
3,88.75,11729,0,9,3,25,1,65.189273,1,0,1,0
4,83.16,25876,0,7,3,54,1,63.738758,1,0,1,0
7,99.09,95253,0,4,2,34,2,49.042751,0,1,0,1
6,38.38,1,0,4,2,53,0,89.354316,1,0,1,0
9,106.78,1,0,8,3,41,0,117.753902,0,1,0,1
0,16.9,2795,0,3,1,42,0,54.562821,1,0,1,0
1,39.93,7720,0,7,3,65,1,57.219884,0,1,0,1
10,100.59,1,0,8,3,48,0,66.529599,1,0,0,1
11,85.11,12903,0,3,1,25,1,46.86585,0,1,1,0
4,117.57,2672,0,3,1,28,0,116.98837,0,1,1,0
4,50.09,36326,0,5,2,36,1,64.179083,0,1,0,1
7,110.1,1,0,8,3,63,0,58.005585,1,0,0,1
6,1.45,600167,0,4,2,28,2,47.456357,1,0,1,0
2,0.55,36755,0,5,2,25,1,79.684174,1,0,0,1
7,66.21,24529,0,7,3,39,1,57.950201,0,1,0,1
11,0.01,56528,0,3,1,49,2,60.614952,1,0,0,1
10,0.01,24529,0,7,3,35,1,47.999324,0,1,1,0
11,39.91,493836,0,2,1,39,2,61.210311,1,0,0,1
9,0.01,7060,0,2,1,54,1,62.01566,1,0,0,1
12,74.59,8499,0,3,1,89,1,53.909371,0,1,0,1
3,139.16,1,0,4,2,47,0,64.764066,1,0,1,0
0,75.1,1,0,1,1,34,0,64.81207,1,0,0,1
1,36.77,2071,0,12,4,49,0,64.122742,0,1,1,0
13,16.54,22091,0,4,2,25,1,114.5929,0,1,1,0
8,17.98,2837,0,10,4,83,0,60.888195,0,1,1,0
3,19.63,1,0,11,4,52,0,90.905739,0,1,1,0
11,108.06,36887,0,10,4,40,1,56.212722,0,1,0,1
4,66.54,97569,0,10,4,58,2,64.916135,0,1,0,1
8,238.81,44576,0,2,1,46,1,56.65829,1,0,1,0
3,61.09,1,0,5,2,68,0,64.259209,1,0,1,0
1,62.95,1,0,9,3,33,0,78.511728,1,0,1,0
3,66.82,1,0,7,3,31,0,64.115779,0,1,0,1
3,171.94,1,0,1,1,26,0,79.464066,0,1,1,0
7,45.09,19229,0,7,3,26,1,62.866864,1,0,1,0
0,99.02,213091,0,10,4,37,2,52.833703,0,1,0,1
3,0.01,42596,0,10,4,32,1,88.796145,1,0,0,1
7,12.46,177980,0,5,2,35,2,86.965136,0,1,1,0
5,90.59,4252,0,3,1,78,0,63.94998,0,1,1,0
8,42.14,1,0,4,2,84,0,60.756186,0,1,1,0
9,53.82,14712,0,4,2,52,1,65.091121,0,1,0,1
13,34.0,182071,0,5,2,45,2,58.396286,0,1,0,1
11,72.93,6933,0,4,2,25,1,63.315414,1,0,1,0
3,44.46,142467,0,6,2,18,2,48.731578,1,0,1,0
9,0.01,1,0,1,1,67,0,55.872518,0,1,1,0
8,53.59,1,0,4,2,54,0,65.007792,1,0,1,0
8,97.74,7349,0,4,2,60,1,87.488237,1,0,0,1
11,0.01,108941,0,2,1,25,2,110.383554,1,0,1,0
2,43.74,128603,0,11,4,18,2,63.21642,0,1,0,1
5,64.58,1,0,9,3,38,0,46.674017,0,1,1,0
11,155.2,10652,0,11,4,67,1,55.99065,0,1,0,1
12,126.85,476708,0,7,3,39,2,57.44544,0,1,1,0
0,3.77,98070,0,2,1,45,2,80.003067,0,1,0,1
6,162.6,8613,0,11,4,40,1,116.066583,0,1,1,0
3,54.15,1,0,6,2,37,0,116.016899,0,1,1,0
2,254.36,3659,0,9,3,28,0,58.153896,1,0,1,0
0,73.1,442419,0,5,2,48,2,57.871935,0,1,0,1
7,121.06,1,0,6,2,33,0,79.07406,1,0,1,0
9,63.13,12271,0,6,2,23,1,51.86762,0,1,1,0
7,19.01,15627,0,4,2,56,1,57.332196,0,1,0,1
5,138.86,1,0,7,3,49,0,53.788378,0,1,0,1
10,2.95,268090,0,9,3,22,2,51.711175,0,1,0,1
9,132.84,1,0,1,1,35,0,58.334262,0,1,1,0
12,60.3,13005,0,2,1,49,1,116.801148,0,1,1,0
4,95.79,1,0,11,4,27,0,88.564666,1,0,1,0
3,93.76,1,0,7,3,61,0,116.016158,1,0,1,0
6,60.8,6091,0,12,4,57,1,115.918587,0,1,0,1
7,27.78,1,0,8,3,38,0,48.938758,0,1,0,1
6,874.44,1,0,8,3,38,0,79.845195,1,0,0,1
11,8.21,9994,0,11,4,55,1,54.695604,0,1,0,1
0,98.69,1,0,8,3,61,0,57.855213,0,1,1,0
7,26.26,24927,0,4,2,36,1,53.797234,0,1,0,1
6,52.82,1,0,7,3,31,0,63.432734,1,0,0,1
2,0.01,1,0,3,1,58,0,59.31552,0,1,0,1
8,12.57,29425,0,5,2,90,1,49.114477,1,0,0,1
11,0.01,18515,0,9,3,62,1,80.981034,1,0,1,0
7,22.64,2239,0,2,1,63,0,59.87439,0,1,1,0
1,12.91,659085,0,9,3,49,2,79.57746,0,1,1,0
1,95.86,1,0,8,3,48,0,64.203385,1,0,0,1
5,8.78,2907811,0,4,2,36,2,58.507892,1,0,1,0
9,0.01,638,0,1,1,26,0,79.600397,1,0,1,0
4,8.21,815935,0,9,3,18,2,87.555027,0,1,1,0
4,57.74,1374,0,10,4,43,0,51.996743,0,1,1,0
12,72.32,1,0,9,3,53,0,66.940226,1,0,0,1
0,4.34,1,0,6,2,36,0,62.107912,1,0,0,1
1,5698.65,1,0,8,3,31,0,111.336162,0,1,0,1
2,95.96,14166,0,5,2,30,1,50.577496,1,0,1,0
13,99.64,1,0,5,2,84,0,116.37948,1,0,1,0
6,26.62,1,0,4,2,47,0,56.042618,1,0,1,0
2,102.06,1,0,3,1,70,0,116.150741,0,1,0,1
4,0.01,8956,0,12,4,31,1,80.519349,1,0,0,1
13,45.65,1,0,8,3,68,0,56.195676,1,0,1,0
9,88.49,29663,0,3,1,31,1,62.484308,1,0,1,0
3,212.97,10150,0,11,4,53,1,86.352099,1,0,1,0
3,0.01,1,0,2,1,20,0,89.246362,1,0,0,1
1,5.38,23597,0,8,3,59,1,82.757453,1,0,1,0
10,58.9,116611,0,2,1,28,2,57.705526,1,0,0,1
1,385.68,536401,0,5,2,32,2,86.4036,1,0,1,0
4,72.59,8562,0,8,3,69,1,64.53437,1,0,1,0
4,0.01,1,0,12,4,28,0,47.088481,0,1,0,1
8,102.96,19654,0,12,4,43,1,65.767649,1,0,0,1
8,29.82,1,0,11,4,41,0,50.780542,0,1,0,1
11,140.59,1,0,3,1,43,0,56.726462,0,1,1,0
4,30.31,8178,0,2,1,27,1,50.909253,0,1,1,0
5,34.65,509855,0,11,4,23,2,112.185544,0,1,0,1
5,211.14,17184,0,12,4,73,1,57.2266,0,1,0,1
0,16.93,27399,0,4,2,20,1,110.634031,1,0,1,0
10,75.95,762204,1,1,1,67,2,50.883437,1,0,0,1
7,51.1,1008223,0,8,3,63,2,56.586043,1,0,0,1
6,49.4,1,0,1,1,64,0,88.956005,0,1,0,1
13,14.89,1309,0,1,1,32,0,109.038613,0,1,1,0
2,21.93,3296,0,12,4,34,0,87.915703,0,1,0,1
13,138.39,1,0,6,2,45,0,80.234084,0,1,0,1
9,47.58,744,0,2,1,21,0,54.114889,1,0,1,0
3,11.17,1,0,8,3,51,0,81.835754,1,0,1,0
9,11.22,1,0,5,2,54,0,111.167913,1,0,0,1
10,78.18,1,0,7,3,31,0,118.429733,1,0,1,0
5,75.29,106523,0,11,4,37,2,118.12667,0,1,1,0
4,34.78,16453,0,3,1,32,1,58.059632,1,0,1,0
11,5.2,1,0,8,3,42,0,59.306166,0,1,0,1
2,57.53,43119,0,10,4,30,1,54.668183,0,1,0,1
0,31.19,1,0,6,2,20,0,56.964355,1,0,0,1
9,122.05,117093,0,12,4,26,2,55.845788,0,1,0,1
12,6.84,1,0,6,2,88,0,88.984859,1,0,0,1
7,48.06,27305,0,6,2,58,1,58.834397,0,1,1,0
1,45.01,51852,0,11,4,48,2,80.643558,0,1,1,0
7,54.23,6896,0,8,3,27,1,52.58209,1,0,1,0
3,0.01,216867,0,11,4,57,2,61.450407,0,1,1,0
11,2269.53,95236,0,10,4,58,2,111.817143,1,0,1,0
8,7.98,1,0,9,3,73,0,79.206893,0,1,0,1
4,18.9,1548373,0,3,1,34,2,45.655282,1,0,1,0
8,88.0,59515,0,5,2,39,2,63.885207,1,0,1,0
9,72.1,160148,0,11,4,41,2,55.868022,1,0,0,1
9,140.94,1,0,8,3,89,0,115.81399,1,0,1,0
5,102.06,1,0,4,2,37,0,118.654743,1,0,0,1
7,54.75,11915,0,4,2,28,1,65.678221,0,1,0,1
0,9.05,18731,0,10,4,43,1,109.744888,0,1,0,1
5,6.15,19117,0,3,1,63,1,78.887533,0,1,0,1
5,62.63,1,0,2,1,39,0,51.182057,1,0,1,0
7,27.54,7966,0,10,4,40,1,59.710808,1,0,0,1
13,2.24,20942,0,4,2,44,1,110.6388,0,1,1,0
13,27.56,1,0,10,4,95,0,47.39772,1,0,0,1
6,35.74,9386,0,7,3,66,1,65.336686,1,0,0,1
9,9.15,120152,0,12,4,26,2,78.831387,1,0,0,1
1,70.5,88426,0,7,3,51,2,64.314477,1,0,1,0
6,149.45,1,0,11,4,33,0,77.468043,1,0,0,1
9,4.28,1,0,11,4,93,0,79.083136,0,1,0,1
9,67.92,1,0,3,1,46,0,52.079993,1,0,0,1
13,64.9,1,0,12,4,36,0,62.115975,0,1,1,0
6,15.2,1,0,9,3,55,0,82.143559,1,0,0,1
12,19.54,40534,0,2,1,39,1,51.067622,1,0,1,0
13,0.01,2687,0,1,1,50,0,62.176786,0,1,1,0
8,43.42,16272,0,4,2,93,1,56.581843,0,1,0,1
1,30.74,1,0,1,1,29,0,57.88612,1,0,1,0
5,60.81,1,0,5,2,47,0,63.793693,1,0,1,0
10,25.1,4007,0,12,4,23,0,80.510538,0,1,0,1
8,21.93,304379,0,6,2,50,2,44.740843,1,0,0,1
13,21.13,7744,0,1,1,44,1,53.103824,0,1,1,0
11,0.01,1156,0,6,2,73,0,58.355781,1,0,1,0
0,29.12,72065,0,3,1,30,2,53.617822,0,1,1,0
12,68.17,14686,0,11,4,45,1,63.920168,1,0,1,0
5,20.17,64412,0,2,1,33,2,51.460225,0,1,0,1
11,21.77,1,0,10,4,28,0,63.783626,0,1,1,0
7,18.34,4452,0,6,2,46,0,78.643321,1,0,0,1
6,9.19,1742,0,1,1,55,0,50.825717,1,0,1,0
1,0.01,3491,0,9,3,49,0,58.928579,0,1,0,1
1,90.16,1,0,6,2,28,0,80.200356,0,1,0,1
8,3.8,15690,0,10,4,60,1,81.027995,1,0,0,1
7,4.88,14708,0,8,3,88,1,88.691723,0,1,1,0
7,86.6,8840,0,10,4,25,1,118.912816,0,1,1,0
2,114.94,1,0,6,2,57,0,63.789265,1,0,0,1
7,190.31,1,0,1,1,18,0,63.757252,0,1,1,0
0,73.24,13738,0,2,1,56,1,55.656169,1,0,0,1
2,64.92,18947,0,6,2,68,1,88.386125,0,1,0,1
6,108.06,10000,0,5,2,35,1,79.034302,1,0,1,0
8,89.59,1,0,10,4,30,0,57.100905,0,1,1,0
9,57.5,11994,0,5,2,36,1,50.812952,0,1,1,0
13,79.6,32729,0,11,4,35,1,64.477776,0,1,1,0
11,15.2,24394,0,3,1,47,1,79.580613,0,1,1,0
5,30.3,307140,0,5,2,43,2,88.75597,0,1,0,1
10,0.01,1,0,10,4,49,0,87.073346,0,1,0,1
1,13.57,63454,0,2,1,90,2,56.311314,0,1,1,0
12,32.1,4300,0,4,2,70,0,56.783432,1,0,0,1
5,0.01,1,0,10,4,58,0,79.074983,1,0,1,0
10,94.61,7110,0,8,3,27,1,116.024838,1,0,1,0
13,39.34,8914,0,10,4,51,1,65.191211,0,1,0,1
9,49.29,2013,0,7,3,52,0,63.769818,0,1,0,1
12,0.01,7028,0,11,4,71,1,111.963395,1,0,1,0
0,196.13,15132,0,11,4,43,1,47.816779,1,0,1,0
2,32.86,23636,0,12,4,29,1,110.854237,0,1,0,1
8,9.44,1,0,2,1,33,0,63.950936,0,1,1,0
7,109.31,1,0,8,3,36,0,52.029981,0,1,1,0
1,44.09,71502,0,2,1,26,2,53.631347,1,0,1,0
10,49.36,19172,0,3,1,38,1,57.873985,1,0,1,0
0,142.43,1,0,4,2,29,0,50.276082,1,0,0,1
13,55.95,256140,0,8,3,40,2,57.614224,0,1,0,1
2,16.73,1,0,6,2,51,0,55.272209,0,1,1,0
6,91.53,5225,0,11,4,37,1,58.042781,0,1,1,0
11,175.8,1,0,4,2,61,0,120.371142,1,0,1,0
7,104.35,184349,0,8,3,45,2,65.232157,1,0,1,0
10,113.75,11471,0,10,4,42,1,87.462101,0,1,1,0
9,66.81,1,0,12,4,19,0,48.718565,0,1,0,1
13,14.95,4038,0,3,1,64,0,53.214821,1,0,0,1
6,38.08,1,0,9,3,34,0,60.897112,0,1,0,1
13,96.35,10240,0,2,1,29,1,80.674823,0,1,1,0
7,127.25,8034,0,7,3,32,1,79.408106,1,0,1,0
12,102.08,1,0,5,2,46,0,114.667642,0,1,1,0
10,40.72,838,0,12,4,40,0,52.71128,0,1,1,0
1,207.01,286534,0,10,4,47,2,116.995825,0,1,1,0
9,70.7,7617,0,12,4,28,1,87.960163,1,0,1,0
12,97.85,1,0,11,4,64,0,48.475795,0,1,0,1
1,0.01,326603,0,5,2,27,2,79.603423,1,0,1,0
11,87.93,1224923,0,9,3,59,2,54.623277,0,1,1,0
1,55.3,320892,0,1,1,34,2,46.523488,1,0,0,1
12,135.17,16985,0,7,3,85,1,50.019172,0,1,0,1
11,62.85,5520,0,1,1,63,1,52.010535,0,1,0,1
2,101.56,2720,0,9,3,64,0,62.070066,1,0,1,0
10,3.48,1,0,12,4,64,0,54.648697,1,0,1,0
1,18.76,10657,0,9,3,24,1,64.629693,1,0,1,0
7,102.04,1,0,11,4,28,0,57.897496,0,1,1,0
12,4.37,4103,0,3,1,64,0,89.161092,0,1,0,1
2,58.86,13475,0,12,4,74,1,64.182362,0,1,0,1
2,32.89,1,0,7,3,49,0,62.891268,1,0,0,1
5,80.38,1,0,9,3,45,0,56.901682,1,0,0,1
5,89.24,1,0,10,4,28,0,52.633673,1,0,1,0
0,82.34,1,0,8,3,37,0,115.401589,0,1,1,0
6,45.99,17587,0,4,2,48,1,51.626209,0,1,0,1
